"id","question","sparql","answer"
"299","What is the timezone in San Pedro de Atacama?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/timezone/> SELECT DISTINCT ?uriWHERE { res:San_Pedro_de_Atacama dbo:timezone ?uri .}","[]"
"300","In which city does the Chile Route 68 end?","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uriWHERE { res:Chile_Route_68 dbo:routeEnd ?uri .}","[]"
"301","Who was vice president under the president who authorized atomic weapons against Japan during World War II?",,"[]"
"302","In which town was the assassin of Martin Luther King born?",,"[]"
"303","Which anti-apartheid activist was born in Mvezo?",,"[]"
"304","How many Golden Globe awards did the daughter of Henry Fonda win?",,"[]"
"305","Which recipients of the Victoria Cross died in the Battle of Arnhem?",,"[]"
"306","Where did the first man in space die?",,"[]"
"307","How old was Steve Jobs' sister when she first met him?",,"[]"
"308","Which members of the Wu-Tang Clan took their stage name from a movie?",,"[]"
"309","Which writers had influenced the philosopher that refused a Nobel Prize?",,"[]"
"310","Under which king did the British prime minister that signed the Munich agreement serve?",,"[]"
"311","Who composed the music for the film that depicts the early life of Jane Austin?",,"[]"
"312","Who succeeded the pope that reigned only 33 days?",,"[]"
"313","On which island did the national poet of Greece die?",,"[]"
"314","Which horses did The Long Fellow ride?",,"[]"
"315","Of the people that died of radiation in Los Alamos, whose death was an accident?",,"[]"
"316","Which building owned by the Bank of America was featured in the TV series MegaStructures?",,"[]"
"317","Which buildings in art deco style did Shreve, Lamb and Harmon design?",,"[]"
"318","Which birds are protected under the National Parks and Wildlife Act?",,"[]"
"319","Which country did the first known photographer of snowflakes come from?",,"[]"
"320","List all the battles commanded by the lover of Cleopatra.",,"[]"
"321","Are the Rosetta Stone and the Gayer-Andersen cat exhibited in the same museum?",,"[]"
"322","Which actress starring in the TV series Friends owns the production company Coquette Productions?",,"[]"
"323","Gaborone is the capital of which country member of the African Union?",,"[]"
"324","When was the composer of the opera Madame Butterfly born?",,"[]"
"325","Which street basketball player was diagnosed with Sarcoidosis?",,"[]"
"326","For which movie did the daughter of Francis Ford Coppola receive an Oscar?",,"[]"
"327","Which city does the first person to climb all 14 eight-thousanders come from?",,"[]"
"328","At which college did the only American actor that received the César Award study?",,"[]"
"329","Did Napoleon's first wife die in France?",,"[]"
"330","How old is James Bond in the latest Bond book by William Boyd?",,"[]"
"331","What eating disorder is characterized by an appetite for substances such as clay and sand?",,"[]"
"332","What is the native city of Hollywood's highest-paid actress?",,"[]"
"333","In which city does the former main presenter of the Xposé girls live?",,"[]"
"334","Who plays Phileas Fogg in the adaptation of Around the World in 80 Days directed by Buzz Kulik?",,"[]"
"335","Who is the front man of the band that wrote Coffee & TV?",,"[]"
"336","Which Chinese-speaking country is a former Portguese colony?",,"[]"
"337","What is the largest city in the county in which Faulkner spent most of his life?",,"[]"
"338","In which year did the Hungarian-American actor called ""The King of Horror"" make his first film?",,"[]"
"339","Under which pseudonym did Charles Dickens publish some of his books?",,"[]"
"340","A landmark of which city is the home of the Mona Lisa?",,"[]"
"","","","","","","0.0","0.0","0.0","NaN","NaN","NaN"
