"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query"
"4618","1.0","How many movies are distributed by Cinema International Corporation?","How many movies are distributed by Cinema International Corporation?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>}"
"4634","1.0","How many apes are there?","How many apes are there?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/family> <http://dbpedia.org/resource/Ape>  . }","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/family> <http://dbpedia.org/resource/Ape>  . }"
"4636","1.0","How many cities are close to Lake Victoria?","How many cities are close to Lake Victoria?","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Lake_Victoria> <http://dbpedia.org/ontology/nearestCity> ?uri  . }","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Lake_Victoria> <http://dbpedia.org/ontology/nearestCity> ?uri  . }"
"4642","1.0","What is the name of the homeground of football team Panionios G.S.S.?","What is the name of the homeground of football team Panionios G.S.S.?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2013–14_Panionios_G.S.S._season> <http://dbpedia.org/ontology/ground> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/2013–14_Panionios_G.S.S._season> <http://dbpedia.org/ontology/ground> ?uri 
}"
"4659","1.0","List the  outflow of Lake Uniamsi?","List the  outflow of Lake Uniamsi?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lake_Uniamési> <http://dbpedia.org/ontology/outflow> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Lake_Uniamési> <http://dbpedia.org/ontology/outflow> ?uri 
}"
"4668","1.0","Who edited  British Gazette ?","Who edited  British Gazette ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/British_Gazette> <http://dbpedia.org/property/editor> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/British_Gazette> <http://dbpedia.org/property/editor> ?uri 
}"
"4706","1.0","Name the nationalteam of Trn Vit Hng ?","Name the nationalteam of Trn Vit Hng ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Trần_Việt_Hương> <http://dbpedia.org/property/nationalteam> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Trần_Việt_Hương> <http://dbpedia.org/property/nationalteam> ?uri 
}"
"4727","1.0","How many television shows have  Fox Broadcasting Company as their channel?","How many television shows have  Fox Broadcasting Company as their channel?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/channel> <http://dbpedia.org/resource/Fox_Broadcasting_Company>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/channel> <http://dbpedia.org/resource/Fox_Broadcasting_Company>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}"
"4728","1.0","How many things are written in C++?","How many things are written in C++?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/programmingLanguage> <http://dbpedia.org/resource/C++>  . }","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/programmingLanguage> <http://dbpedia.org/resource/C++>  . }"
"4736","1.0","Who is the child of John Tyler, Sr.?","Who is the child of John Tyler, Sr.?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_Tyler,_Sr.> <http://dbpedia.org/ontology/child> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/John_Tyler,_Sr.> <http://dbpedia.org/ontology/child> ?uri 
}"
"4737","1.0","What is the country with native language as Languages of Ethiopia?","What is the country with native language as Languages of Ethiopia?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Languages_of_Ethiopia>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Languages_of_Ethiopia>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Country>
}"
"4742","1.0","Which artists trained in San Francisco Art Institute?","Which artists trained in San Francisco Art Institute?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/training> <http://dbpedia.org/resource/San_Francisco_Art_Institute>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/training> <http://dbpedia.org/resource/San_Francisco_Art_Institute>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist>
}"
"4798","0.0","Does AMC Gremlin have the Volkswagen engine?",,"ASK WHERE { <http://dbpedia.org/resource/AMC_Gremlin> <http://dbpedia.org/property/engine> <http://dbpedia.org/resource/Volkswagen> }",
"4806","1.0","Which footballers did their high school in west Sacramento california?","Which footballers did their high school in west Sacramento california?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/highSchool> <http://dbpedia.org/resource/West_Sacramento,_California>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/highSchool> <http://dbpedia.org/resource/West_Sacramento,_California>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>
}"
"4828","1.0","which movies have been published by Cinema International Corporation?","which movies have been published by Cinema International Corporation?"," SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation> } ","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation> 
}"
"4836","1.0","Count the number of characters in Batman Live?","Count the number of characters in Batman Live?","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Batman_Live> <http://dbpedia.org/property/characters> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ComicsCharacter>}","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Batman_Live> <http://dbpedia.org/property/characters> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ComicsCharacter>}"
"4850","1.0","Copley Medal has been awarded to which scientists?","Copley Medal has been awarded to which scientists?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/awards> <http://dbpedia.org/resource/Copley_Medal>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/awards> <http://dbpedia.org/resource/Copley_Medal>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>
}"
"4859","1.0","To which city does Northeast Library belong?","To which city does Northeast Library belong?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Northeast_Library> <http://dbpedia.org/ontology/city> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Northeast_Library> <http://dbpedia.org/ontology/city> ?uri 
}"
"4864","1.0","Which comic characters were created by Paul Dini?","Which comic characters were created by Paul Dini?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/Paul_Dini>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ComicsCharacter>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/creators> <http://dbpedia.org/resource/Paul_Dini>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ComicsCharacter>
}"
"4869","1.0","What developed EMMS?","What developed EMMS?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/EMMS> <http://dbpedia.org/ontology/developer> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/EMMS> <http://dbpedia.org/ontology/developer> ?uri 
}"
"4875","1.0","Which hockey team is head coached by Bill Peters?","Which hockey team is head coached by Bill Peters?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/headCoach> <http://dbpedia.org/resource/Bill_Peters_(ice_hockey)>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/HockeyTeam>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/headCoach> <http://dbpedia.org/resource/Bill_Peters_(ice_hockey)>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/HockeyTeam>
}"
"4879","1.0","How many companies were started in the states?","How many companies were started in the states?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/United_States>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/United_States>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>}"
"4896","1.0","Who is the narrator of The Incredible Hulk , 1982 TV series ?","Who is the narrator of The Incredible Hulk , 1982 TV series ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Incredible_Hulk_(1982_TV_series)> <http://dbpedia.org/property/narrated> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/The_Incredible_Hulk_(1982_TV_series)> <http://dbpedia.org/property/narrated> ?uri 
}"
"4911","1.0","Giorgos Kaminis is the mayor of what?","Giorgos Kaminis is the mayor of what?"," SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/mayor> <http://dbpedia.org/resource/Giorgos_Kaminis> } ","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/ontology/mayor> <http://dbpedia.org/resource/Giorgos_Kaminis> 
}"
"4912","1.0","Name the incumbent of Linda Jenness ?","Name the incumbent of Linda Jenness ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Linda_Jenness> <http://dbpedia.org/ontology/incumbent> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Linda_Jenness> <http://dbpedia.org/ontology/incumbent> ?uri 
}"
"4947","1.0","Where was Girls (The Prodigy song)  recorded ?","Where was Girls (The Prodigy song)  recorded ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Girls_(The_Prodigy_song)> <http://dbpedia.org/property/recorded> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/Girls_(The_Prodigy_song)> <http://dbpedia.org/property/recorded> ?uri 
}"
"4949","1.0","Who are the scientists known for the Manhattan Project?","Who are the scientists known for the Manhattan Project?","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/knownFor> <http://dbpedia.org/resource/Manhattan_Project>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>}","SELECT DISTINCT ?uri WHERE 
{
?uri <http://dbpedia.org/property/knownFor> <http://dbpedia.org/resource/Manhattan_Project>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>
}"
"4971","1.0","In which city did The Ultimate Fighter: Team Rousey vs. Team Tate take place ?","In which city did The Ultimate Fighter: Team Rousey vs. Team Tate take place ?"," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate> <http://dbpedia.org/property/city> ?uri } ","SELECT DISTINCT ?uri WHERE 
{
 <http://dbpedia.org/resource/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate> <http://dbpedia.org/property/city> ?uri 
}"
"4980","1.0","Muhammad Yunus has won how many awards?","Muhammad Yunus has won how many awards?","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Muhammad_Yunus> <http://dbpedia.org/ontology/award> ?uri  . }","SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Muhammad_Yunus> <http://dbpedia.org/ontology/award> ?uri  . }"
"","","","","","","0.0","0.0","0.0","NaN","NaN","NaN"
